Season,BetType,Odds,P_Model,Won,Flat_P,Kelly_P,Kelly_S,Flat_S,League
2022,X,4.2,0.25351939521179195,0,-10.0,-5.061051553869236,5.061051553869236,10.0,Bundesliga
2022,X,9.0,0.19161383027359372,0,-10.0,-22.64138976444823,22.64138976444823,10.0,Bundesliga
2022,X,5.0,0.2609269897036248,0,-10.0,-19.03968428238276,19.03968428238276,10.0,Bundesliga
2022,1,4.5,0.25120717815574883,0,-10.0,-9.316592978633551,9.316592978633551,10.0,Bundesliga
2022,1,3.3,0.3261509111526905,0,-10.0,-8.293261609117234,8.293261609117234,10.0,Bundesliga
2022,2,3.2,0.37260599414850626,0,-10.0,-21.856725144911362,21.856725144911362,10.0,Bundesliga
2022,2,3.3,0.3226083849471059,0,-10.0,-7.022572861461897,7.022572861461897,10.0,Bundesliga
2022,X,4.33,0.2593451017843671,1,33.3,30.741072681577386,9.231553357831046,10.0,Bundesliga
2022,X,5.0,0.226982145223794,0,-10.0,-8.43192038243562,8.43192038243562,10.0,Bundesliga
2022,X,4.0,0.30165156413516425,1,30.0,51.65156413516425,17.21718804505475,10.0,Bundesliga
2022,1,3.8,0.35851015891849164,0,-10.0,-32.35166106163108,32.35166106163108,10.0,Bundesliga
2022,2,3.0,0.4271065971974435,0,-10.0,-35.164973949041304,35.164973949041304,10.0,Bundesliga
2022,1,5.5,0.3161358957483719,0,-10.0,-41.041523700891425,41.041523700891425,10.0,Bundesliga
2022,1,6.5,0.16220933302227267,0,-10.0,-2.470939302035104,2.470939302035104,10.0,Bundesliga
2022,X,5.0,0.2268398043629387,0,-10.0,-8.387438863418348,8.387438863418348,10.0,Bundesliga
2022,X,4.0,0.2962263487449542,0,-10.0,-15.408782914984728,15.408782914984728,10.0,Bundesliga
2022,1,3.1,0.459293123115785,0,-10.0,-50.0,50.0,10.0,Bundesliga
2022,2,3.8,0.28545822425810935,0,-10.0,-7.566183230429957,7.566183230429957,10.0,Bundesliga
2022,2,3.2,0.3806048399285867,0,-10.0,-24.765396337667884,24.765396337667884,10.0,Bundesliga
2022,X,7.5,0.21502933846877328,1,65.0,153.1800096289499,23.566155327530755,10.0,Bundesliga
2022,X,6.5,0.2204648811737817,0,-10.0,-19.682805801344596,19.682805801344596,10.0,Bundesliga
2022,1,3.2,0.3897976458272974,0,-10.0,-28.108234846289985,28.108234846289985,10.0,Bundesliga
2022,1,3.0,0.37184653069696444,0,-10.0,-14.442449011361658,14.442449011361658,10.0,Bundesliga
2022,2,3.2,0.3309245303014581,1,22.0,14.739624241166482,6.6998292005302185,10.0,Bundesliga
2022,1,5.25,0.29362292127012074,1,42.5,135.38008416703346,31.854137451066695,10.0,Bundesliga
